Cement,Fly Ash,Water,Superplasticizer,Concrete compressive strength
336.5 ,0.0 ,181.9 ,3.4 ,44.87 
144.8 ,133.6 ,180.8 ,11.1 ,13.20 
150.0 ,0.0 ,173.8 ,11.9 ,37.43 
143.7 ,132.6 ,191.6 ,8.5 ,29.87 
330.5 ,0.0 ,194.9 ,8.1 ,56.62 
154.8 ,142.8 ,193.3 ,9.1 ,12.46 
154.8 ,0.0 ,193.3 ,9.1 ,23.79 
134.7 ,165.7 ,180.2 ,10.0 ,13.29 
266.2 ,87.5 ,177.9 ,10.4 ,39.42 
314.0 ,113.2 ,178.9 ,8.0 ,46.23 
312.7 ,0.0 ,127.3 ,8.0 ,44.52 
145.7 ,0.0 ,181.9 ,3.4 ,23.74 
143.8 ,106.2 ,178.1 ,7.5 ,26.15 
148.1 ,182.1 ,181.4 ,15.0 ,15.53 
277.0 ,91.0 ,190.6 ,7.0 ,43.58 
298.1 ,107.5 ,163.6 ,12.8 ,35.87 
313.3 ,0.0 ,178.5 ,8.0 ,41.05 
155.2 ,143.2 ,193.8 ,9.2 ,28.99 
289.0 ,0.0 ,194.9 ,5.5 ,46.25 
147.8 ,0.0 ,171.2 ,2.2 ,26.92 
145.4 ,178.9 ,201.7 ,7.8 ,10.54 
312.7 ,0.0 ,178.1 ,8.0 ,25.10 
136.4 ,125.8 ,171.6 ,10.4 ,29.07 
154.8 ,142.8 ,193.3 ,9.1 ,9.74 
255.3 ,77.0 ,188.6 ,6.5 ,33.80 
272.8 ,81.8 ,209.7 ,9.0 ,37.17 
162.0 ,148.1 ,178.8 ,18.8 ,33.76 
153.6 ,112.3 ,220.1 ,10.1 ,16.50 
146.5 ,89.3 ,201.9 ,8.8 ,19.99 
151.8 ,138.7 ,167.5 ,18.3 ,36.35 
309.9 ,111.2 ,167.8 ,22.1 ,38.22 
143.6 ,174.9 ,158.4 ,17.9 ,15.42 
303.6 ,0.0 ,213.5 ,6.2 ,33.42 
374.3 ,0.0 ,190.2 ,6.7 ,39.06 
158.6 ,116.0 ,175.1 ,15.0 ,27.68 
152.6 ,0.0 ,200.0 ,6.3 ,26.86 
310.0 ,0.0 ,167.9 ,10.0 ,45.30 
304.8 ,99.6 ,196.0 ,9.8 ,30.12 
150.9 ,183.9 ,166.6 ,11.6 ,15.57 
141.9 ,129.7 ,173.5 ,10.9 ,44.61 
297.8 ,106.9 ,201.3 ,6.0 ,53.52 
321.3 ,0.0 ,190.5 ,4.6 ,57.22 
366.0 ,0.0 ,191.3 ,6.6 ,65.91 
279.8 ,100.4 ,172.4 ,9.5 ,52.83 
252.1 ,75.6 ,193.8 ,8.3 ,33.40 
164.6 ,150.4 ,181.6 ,11.7 ,18.03 
155.6 ,0.0 ,180.3 ,10.7 ,37.36 
160.2 ,146.4 ,203.2 ,11.3 ,35.31 
298.1 ,107.0 ,186.4 ,6.1 ,42.64 
317.9 ,126.5 ,209.7 ,5.7 ,40.06 
287.3 ,93.9 ,187.6 ,9.2 ,43.80 
325.6 ,0.0 ,174.0 ,8.9 ,61.24 
355.9 ,141.6 ,193.3 ,11.0 ,40.87 
132.0 ,160.9 ,178.9 ,5.5 ,33.31 
322.5 ,0.0 ,185.8 ,8.5 ,52.43 
164.2 ,200.1 ,181.2 ,12.6 ,15.09 
313.8 ,112.6 ,169.9 ,10.1 ,38.46 
321.4 ,127.9 ,182.5 ,11.5 ,37.27 
139.7 ,127.7 ,236.7 ,5.8 ,35.23 
288.4 ,0.0 ,177.4 ,7.0 ,42.14 
298.2 ,107.0 ,209.7 ,11.1 ,31.88 
264.5 ,86.5 ,195.5 ,5.9 ,41.54 
159.8 ,0.0 ,168.4 ,12.2 ,39.46 
166.0 ,0.0 ,183.2 ,12.7 ,37.92 
276.4 ,90.3 ,179.6 ,8.9 ,44.28 
322.2 ,115.6 ,196.0 ,10.4 ,31.18 
148.5 ,108.6 ,192.7 ,6.1 ,23.70 
159.1 ,0.0 ,175.6 ,11.3 ,32.77 
260.9 ,78.3 ,200.6 ,8.6 ,32.40 
